day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2600;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;4.58203125
-1;2600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;2700;BANANAS;4947;10;4946;24;;;4953;25;;;;;4950.0;7.7109375
-1;2700;PEARLS;9998;4;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;2800;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;0.0
-1;2800;BANANAS;4952;1;4947;5;4946;29;4953;29;;;;;4952.5;5.35546875
-1;2900;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;3.38671875
-1;2900;PEARLS;10002;10;9996;2;9995;23;10004;2;10005;23;;;10003.0;0.0
-1;3000;BANANAS;4946;31;;;;;4953;31;;;;;4949.5;3.8671875
-1;3000;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;3100;BANANAS;4947;27;;;;;4953;2;4954;26;;;4950.0;10.890625
-1;3100;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;3200;PEARLS;9996;2;9995;30;;;10002;6;10004;2;10005;30;9999.0;0.0
-1;3200;BANANAS;4947;2;4946;30;;;4951;6;4953;32;;;4949.0;8.234375
-1;3300;BANANAS;4946;28;;;;;4953;28;;;;;4949.5;2.16796875
-1;3300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;3400;BANANAS;4946;29;;;;;4953;29;;;;;4949.5;3.80859375
-1;3400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;3500;BANANAS;4946;30;;;;;4951;9;4953;30;;;4948.5;5.859375
-1;3500;PEARLS;9996;2;9995;28;;;10002;9;10004;2;10005;28;9999.0;0.0
-1;3600;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;0.0
-1;3600;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;12.609375
-1;3700;BANANAS;4947;31;;;;;4952;6;4953;2;4954;29;4949.5;12.5625
-1;3700;PEARLS;9996;2;9995;29;;;10000;5;10002;7;10004;2;9998.0;0.0
-1;3800;BANANAS;4947;30;;;;;4953;1;4954;29;;;4950.0;12.1328125
-1;3800;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;0.0
-1;3900;BANANAS;4948;1;4947;25;;;4954;25;;;;;4951.0;10.828125
-1;3900;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;0.0
-1;4000;PEARLS;10002;9;9996;2;9995;27;10004;2;10005;27;;;10003.0;0.0
-1;4000;BANANAS;4947;29;;;;;4953;2;4954;27;;;4950.0;10.5390625
-1;4100;BANANAS;4946;24;;;;;4953;24;;;;;4949.5;6.65234375
-1;4100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;4200;BANANAS;4946;28;;;;;4947;12;4953;28;;;4946.5;6.48828125
-1;4200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;4300;BANANAS;4946;31;;;;;4952;2;4953;29;;;4949.0;1.0625
-1;4300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;4400;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;0.0
-1;4400;BANANAS;4946;26;;;;;4953;27;;;;;4949.5;3.72265625
-1;4500;BANANAS;4946;27;;;;;4953;27;;;;;4949.5;3.359375
-1;4500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;4600;BANANAS;4946;22;;;;;4953;22;;;;;4949.5;4.66015625
-1;4600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;4700;BANANAS;4946;27;;;;;4947;8;4952;1;4953;26;4946.5;1.765625
-1;4700;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;0.0
-1;4800;PEARLS;10002;3;9996;1;9995;24;10004;1;10005;24;;;10003.0;0.0
-1;4800;BANANAS;4951;1;4946;25;;;4952;1;4953;24;;;4951.5;1.66796875
-1;4900;BANANAS;4946;22;;;;;4952;22;;;;;4949.0;1.1484375
-1;4900;PEARLS;9995;22;;;;;9998;4;10005;22;;;9996.5;0.0
-1;5000;BANANAS;4947;4;4946;22;;;4953;23;;;;;4950.0;8.2890625
-1;5000;PEARLS;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
-1;5100;BANANAS;4947;9;4946;25;;;4948;2;4953;25;;;4947.5;10.4921875
-1;5100;PEARLS;10002;1;9998;9;9995;25;10005;25;;;;;10003.5;0.0
-1;5200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;5200;BANANAS;4947;2;4946;22;;;4953;24;;;;;4950.0;9.51953125
-1;5300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;5300;BANANAS;4947;25;;;;;4954;25;;;;;4950.5;11.62109375
-1;5400;BANANAS;4947;27;;;;;4952;8;4954;27;;;4949.5;14.25
-1;5400;PEARLS;9995;27;;;;;10000;6;10002;8;10005;27;9997.5;0.0
-1;5500;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;14.8046875
-1;5500;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;5600;BANANAS;4947;9;4946;26;;;4953;27;;;;;4950.0;9.890625
-1;5600;PEARLS;10002;1;9998;8;9996;1;10004;1;10005;26;;;10003.0;0.0
-1;5700;PEARLS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
-1;5700;BANANAS;4950;2;4948;4;4947;25;4954;25;;;;;4952.0;17.15234375
-1;5800;PEARLS;10002;1;9998;10;9995;24;10005;24;;;;;10003.5;0.0
-1;5800;BANANAS;4953;1;4948;10;4947;24;4954;24;;;;;4953.5;15.75
-1;5900;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;17.0546875
-1;5900;PEARLS;10000;5;9996;1;9995;20;10004;1;10005;20;;;10002.0;0.0
-1;6000;PEARLS;9996;2;9995;22;;;9998;4;10004;2;10005;22;9997.0;0.0
-1;6000;BANANAS;4947;24;;;;;4953;2;4954;22;;;4950.0;15.83203125
-1;6100;PEARLS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;0.0
-1;6100;BANANAS;4947;25;;;;;4952;2;4954;25;;;4949.5;18.015625
-1;6200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;6200;BANANAS;4947;30;;;;;4948;13;4954;30;;;4947.5;17.0859375
-1;6300;BANANAS;4947;25;;;;;4948;1;4954;25;;;4947.5;18.58984375
-1;6300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;6400;PEARLS;10000;4;9995;23;;;10005;23;;;;;10002.5;0.0
-1;6400;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;19.31640625
-1;6500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;6500;BANANAS;4947;20;;;;;4954;20;;;;;4950.5;20.7109375
-1;6600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;6600;BANANAS;4948;27;;;;;4955;27;;;;;4951.5;23.54296875
-1;6700;BANANAS;4948;28;;;;;4954;2;4955;26;;;4951.0;21.97265625
-1;6700;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;0.0
-1;6800;BANANAS;4948;1;4947;24;;;4954;24;;;;;4951.0;17.33203125
-1;6800;PEARLS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;0.0
-1;6900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;6900;BANANAS;4952;1;4951;4;4947;28;4954;28;;;;;4953.0;16.0390625
-1;7000;PEARLS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;0.0
-1;7000;BANANAS;4948;7;4947;29;;;4954;29;;;;;4951.0;18.16796875
-1;7100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;7100;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;19.25390625
-1;7200;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;20.306640625
-1;7200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;7300;PEARLS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;0.0
-1;7300;BANANAS;4947;25;;;;;4952;4;4954;25;;;4949.5;17.91015625
-1;7400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;0.0
-1;7400;BANANAS;4947;30;;;;;4953;2;4954;28;;;4950.0;16.873046875
-1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;7500;BANANAS;4947;29;;;;;4953;29;;;;;4950.0;16.12890625
-1;7600;BANANAS;4946;26;;;;;4953;26;;;;;4949.5;12.314453125
-1;7600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;7700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;7700;BANANAS;4951;1;4945;28;;;4952;28;;;;;4951.5;8.2421875
-1;7800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;7800;BANANAS;4951;1;4946;23;;;4952;1;4953;22;;;4951.5;11.353515625
-1;7900;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;0.0
-1;7900;BANANAS;4946;1;4945;25;;;4950;4;4952;26;;;4948.0;5.1484375
-1;8000;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;-0.484375
-1;8000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;8100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;8100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;-3.58984375
-1;8200;PEARLS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;0.0
-1;8200;BANANAS;4949;2;4945;20;;;4950;2;4952;20;;;4949.5;-4.109375
-1;8300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;0.0
-1;8300;BANANAS;4946;6;4945;27;;;4952;27;;;;;4949.0;-3.4921875
-1;8400;BANANAS;4945;26;;;;;4951;26;;;;;4948.0;-18.0615234375
-1;8400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;8500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;8500;BANANAS;4947;5;4944;30;;;4951;30;;;;;4949.0;-19.69140625
-1;8600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;8600;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-21.6533203125
-1;8700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;8700;BANANAS;4945;30;;;;;4946;1;4952;30;;;4945.5;-23.7333984375
-1;8800;BANANAS;4945;23;;;;;4947;4;4952;23;;;4946.0;-21.607421875
-1;8800;PEARLS;9995;23;;;;;9998;12;10005;23;;;9996.5;0.0
-1;8900;PEARLS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;0.0
-1;8900;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;-15.92578125
-1;9000;PEARLS;9995;23;;;;;10002;7;10005;23;;;9998.5;0.0
-1;9000;BANANAS;4945;23;;;;;4950;7;4952;23;;;4947.5;-15.0400390625
-1;9100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;9100;BANANAS;4946;31;;;;;4949;3;4952;1;4953;30;4947.5;-13.544921875
-1;9200;BANANAS;4945;24;;;;;4950;3;4952;24;;;4947.5;-15.2109375
-1;9200;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;0.0
-1;9300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;9300;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;-15.37890625
-1;9400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;9400;BANANAS;4946;24;;;;;4952;24;;;;;4949.0;-14.10546875
-1;9500;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
-1;9500;BANANAS;4946;10;4945;28;;;4952;29;;;;;4949.0;-14.71875
-1;9600;BANANAS;4945;20;;;;;4946;1;4952;20;;;4945.5;-15.76953125
-1;9600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;9700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;0.0
-1;9700;BANANAS;4946;3;4945;25;;;4952;25;;;;;4949.0;-11.2578125
-1;9800;PEARLS;9995;21;;;;;10002;5;10005;21;;;9998.5;0.0
-1;9800;BANANAS;4945;21;;;;;4950;5;4952;21;;;4947.5;-11.703125
-1;9900;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;-12.61328125
-1;9900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;10000;BANANAS;4946;8;4945;31;;;4952;31;;;;;4949.0;-13.625
-1;10000;PEARLS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
-1;10100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;-12.66015625
-1;10100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;10200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;10200;BANANAS;4946;25;;;;;4952;2;4953;23;;;4949.0;-10.28125
-1;10300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;10300;BANANAS;4946;2;4945;20;;;4947;4;4952;22;;;4946.5;-11.60546875
-1;10400;BANANAS;4946;30;;;;;4953;30;;;;;4949.5;1.45703125
-1;10400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;10500;PEARLS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;0.0
-1;10500;BANANAS;4946;4;4945;28;;;4952;28;;;;;4949.0;-10.12890625
-1;10600;PEARLS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;0.0
-1;10600;BANANAS;4945;23;;;;;4950;6;4952;23;;;4947.5;-9.88671875
-1;10700;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;0.0
-1;10700;BANANAS;4946;1;4945;23;;;4952;23;;;;;4949.0;-7.0
-1;10800;BANANAS;4947;3;4946;23;;;4953;23;;;;;4950.0;1.0078125
-1;10800;PEARLS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;0.0
-1;10900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;10900;BANANAS;4947;1;4946;29;;;4953;30;;;;;4950.0;-1.57421875
-1;11000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;11000;BANANAS;4946;30;;;;;4952;1;4953;29;;;4949.0;-9.453125
-1;11100;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;0.0
-1;11100;BANANAS;4946;31;;;;;4951;4;4952;2;4953;29;4948.5;-9.875
-1;11200;BANANAS;4946;29;;;;;4952;1;4953;28;;;4949.0;-9.64453125
-1;11200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
-1;11300;BANANAS;4950;1;4945;27;;;4952;27;;;;;4951.0;-13.37109375
-1;11300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;11400;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;0.0
-1;11400;BANANAS;4946;3;4945;24;;;4951;1;4952;23;;;4948.5;-15.17578125
-1;11500;BANANAS;4945;2;4944;28;;;4951;29;;;;;4948.0;-17.17578125
-1;11500;PEARLS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
-1;11600;BANANAS;4944;26;;;;;4951;26;;;;;4947.5;-18.71484375
-1;11600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;11700;BANANAS;4944;22;;;;;4951;22;;;;;4947.5;-17.765625
-1;11700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;11800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;11800;BANANAS;4944;21;;;;;4951;21;;;;;4947.5;-17.46875
-1;11900;BANANAS;4944;25;;;;;4951;25;;;;;4947.5;-21.349609375
-1;11900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;12000;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-23.37890625
-1;12000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;12100;BANANAS;4943;22;;;;;4948;4;4949;2;4950;20;4945.5;-27.54296875
-1;12100;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;0.0
-1;12200;PEARLS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
-1;12200;BANANAS;4944;10;4943;28;;;4950;28;;;;;4947.0;-30.13671875
-1;12300;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-32.1953125
-1;12300;PEARLS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;0.0
-1;12400;BANANAS;4943;30;;;;;4949;1;4950;29;;;4946.0;-33.62109375
-1;12400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;12500;BANANAS;4943;31;;;;;4949;2;4950;29;;;4946.0;-36.34765625
-1;12500;PEARLS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;0.0
-1;12600;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;0.0
-1;12600;BANANAS;4944;5;4943;31;;;4949;31;;;;;4946.5;-44.65625
-1;12700;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;-38.1875
-1;12700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;12800;BANANAS;4943;31;;;;;4948;3;4950;31;;;4945.5;-36.09375
-1;12800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;0.0
-1;12900;BANANAS;4944;24;;;;;4950;24;;;;;4947.0;-35.1328125
-1;12900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;13000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;13000;BANANAS;4943;27;;;;;4950;27;;;;;4946.5;-36.8671875
-1;13100;BANANAS;4944;30;;;;;4950;2;4951;28;;;4947.0;-33.359375
-1;13100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;13200;BANANAS;4943;28;;;;;4950;28;;;;;4946.5;-44.2890625
-1;13200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;13300;BANANAS;4949;1;4944;28;;;4950;2;4951;26;;;4949.5;-39.640625
-1;13300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;13400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;13400;BANANAS;4944;26;;;;;4950;1;4951;25;;;4947.0;-44.359375
-1;13500;BANANAS;4947;4;4944;30;;;4949;9;4951;30;;;4948.0;-37.0625
-1;13500;PEARLS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;0.0
-1;13600;BANANAS;4944;25;;;;;4950;2;4951;23;;;4947.0;-41.9921875
-1;13600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;13700;BANANAS;4947;5;4944;30;;;4949;7;4951;30;;;4948.0;-41.046875
-1;13700;PEARLS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;0.0
-1;13800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;13800;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-60.3515625
-1;13900;BANANAS;4942;20;;;;;4947;2;4949;20;;;4944.5;-71.953125
-1;13900;PEARLS;9995;20;;;;;10002;2;10005;20;;;9998.5;0.0
-1;14000;BANANAS;4948;1;4943;1;4942;26;4949;27;;;;;4948.5;-71.7734375
-1;14000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;14100;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;-79.640625
-1;14100;PEARLS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;0.0
-1;14200;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;-80.890625
-1;14200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;14300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;14300;BANANAS;4943;30;;;;;4949;2;4950;28;;;4946.0;-66.3125
-1;14400;BANANAS;4943;9;4942;23;;;4949;23;;;;;4946.0;-72.921875
-1;14400;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
-1;14500;BANANAS;4943;22;;;;;4949;1;4950;22;;;4946.0;-65.6640625
-1;14500;PEARLS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;0.0
-1;14600;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;0.0
-1;14600;BANANAS;4942;21;;;;;4947;3;4949;21;;;4944.5;-72.015625
-1;14700;PEARLS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;0.0
-1;14700;BANANAS;4943;7;4942;24;;;4949;26;;;;;4946.0;-72.59375
-1;14800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;14800;BANANAS;4943;1;4942;21;;;4949;23;;;;;4946.0;-69.3046875
-1;14900;BANANAS;4943;2;4942;28;;;4947;8;4949;30;;;4945.0;-71.90625
-1;14900;PEARLS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;0.0
-1;15000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;15000;BANANAS;4942;23;;;;;4943;1;4949;23;;;4942.5;-76.453125
-1;15100;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;15100;BANANAS;4948;1;4943;1;4942;25;4949;26;;;;;4948.5;-69.3359375
-1;15200;PEARLS;9998;3;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;0.0
-1;15200;BANANAS;4946;3;4944;3;4943;25;4950;25;;;;;4948.0;-57.578125
-1;15300;BANANAS;4943;5;4942;22;;;4949;24;;;;;4946.0;-67.09375
-1;15300;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
